date_releve,marque,nb_total,nb_electrique,proportion_electrique
2026-08-10T07:24:34,Opel,113,31,0.2743
2026-08-10T07:24:34,Peugeot,632,72,0.1139
2026-08-10T07:24:34,Polestar,1,1,1.0
2026-08-10T07:24:34,Renault,424,62,0.1462
2026-08-10T07:24:34,Seat,29,0,0.0
2026-08-10T07:24:34,Skoda,17,2,0.1176
2026-08-10T07:24:34,Smart,8,7,0.875
2026-08-10T07:24:34,Suzuki,9,0,0.0
2026-08-10T07:24:34,Tesla,23,23,1.0
2026-08-10T07:24:34,Toyota,62,0,0.0
2026-08-10T07:24:34,Volkswagen,196,6,0.0306
2026-08-10T07:24:34,Volvo,20,5,0.25
2026-08-11T07:00:14,Abarth,1,0,0.0
2026-08-11T07:00:14,Alfa Romeo,24,8,0.3333
2026-08-11T07:00:14,Audi,58,2,0.0345
2026-08-11T07:00:14,BMW,53,5,0.0943
2026-08-11T07:00:14,BYD,19,5,0.2632
2026-08-11T07:00:14,Citroën,299,25,0.0836
2026-08-11T07:00:14,Cupra,34,0,0.0
2026-08-11T07:00:14,DS,86,2,0.0233
2026-08-11T07:00:14,Dacia,144,12,0.0833
2026-08-11T07:00:14,Fiat,69,14,0.2029
2026-08-11T07:00:14,Ford,53,2,0.0377
2026-08-11T07:00:14,Honda,4,0,0.0
2026-08-11T07:00:14,Hyundai,55,4,0.0727
2026-08-11T07:00:14,Jaecoo,4,0,0.0
2026-08-11T07:00:14,Jeep,44,3,0.0682
2026-08-11T07:00:14,Kia,37,6,0.1622
2026-08-11T07:00:14,Lexus,4,0,0.0
2026-08-11T07:00:14,Lynk&Co,2,0,0.0
2026-08-11T07:00:14,MG,43,6,0.1395
2026-08-11T07:00:14,Mazda,9,3,0.3333
2026-08-11T07:00:14,Mercedes,23,0,0.0
2026-08-11T07:00:14,Mini,23,2,0.087
2026-08-11T07:00:14,Mitsubishi,5,0,0.0
2026-08-11T07:00:14,Nissan,59,4,0.0678
2026-08-11T07:00:14,Opel,114,29,0.2544
2026-08-11T07:00:14,Peugeot,658,84,0.1277
2026-08-11T07:00:14,Polestar,1,1,1.0
2026-08-11T07:00:14,Renault,427,58,0.1358
2026-08-11T07:00:14,Seat,30,0,0.0
2026-08-11T07:00:14,Skoda,18,3,0.1667
2026-08-11T07:00:14,Smart,8,7,0.875
2026-08-11T07:00:14,Suzuki,9,0,0.0
2026-08-11T07:00:14,Tesla,26,26,1.0
2026-08-11T07:00:14,Toyota,61,0,0.0
2026-08-11T07:00:14,Volkswagen,188,5,0.0266
2026-08-11T07:00:14,Volvo,21,5,0.2381
2026-08-12T07:18:56,Abarth,1,0,0.0
2026-08-12T07:18:56,Alfa Romeo,25,8,0.32
2026-08-12T07:18:56,Audi,64,2,0.0312
2026-08-12T07:18:56,BMW,54,4,0.0741
2026-08-12T07:18:56,BYD,20,5,0.25
2026-08-12T07:18:56,Citroën,305,24,0.0787
2026-08-12T07:18:56,Cupra,31,0,0.0
2026-08-12T07:18:56,DS,86,2,0.0233
2026-08-12T07:18:56,Dacia,137,12,0.0876
2026-08-12T07:18:56,Fiat,70,13,0.1857
2026-08-12T07:18:56,Ford,53,2,0.0377
2026-08-12T07:18:56,Honda,4,0,0.0
2026-08-12T07:18:56,Hyundai,54,4,0.0741
2026-08-12T07:18:56,Jaecoo,3,0,0.0
2026-08-12T07:18:56,Jeep,46,3,0.0652
2026-08-12T07:18:56,Kia,34,4,0.1176
2026-08-12T07:18:56,Lexus,4,0,0.0
2026-08-12T07:18:56,Lynk&Co,2,0,0.0
2026-08-12T07:18:56,MG,42,6,0.1429
2026-08-12T07:18:56,Mazda,8,3,0.375
2026-08-12T07:18:56,Mercedes,23,0,0.0
2026-08-12T07:18:56,Mini,20,1,0.05
2026-08-12T07:18:56,Mitsubishi,5,0,0.0
2026-08-12T07:18:56,Nissan,59,5,0.0847
2026-08-12T07:18:56,Opel,108,26,0.2407
2026-08-12T07:18:56,Peugeot,658,84,0.1277
2026-08-12T07:18:56,Polestar,1,1,1.0
2026-08-12T07:18:56,Renault,419,55,0.1313
2026-08-12T07:18:56,Seat,29,0,0.0
2026-08-12T07:18:56,Skoda,19,3,0.1579
2026-08-12T07:18:56,Smart,8,7,0.875
2026-08-12T07:18:56,Suzuki,7,0,0.0
2026-08-12T07:18:56,Tesla,24,24,1.0
2026-08-12T07:18:56,Toyota,63,0,0.0
2026-08-12T07:18:56,Volkswagen,194,4,0.0206
2026-08-12T07:18:56,Volvo,21,5,0.2381
2026-08-13T07:20:48,Abarth,1,0,0.0
2026-08-13T07:20:48,Alfa Romeo,25,8,0.32
2026-08-13T07:20:48,Audi,71,2,0.0282
2026-08-13T07:20:48,BMW,58,4,0.069
2026-08-13T07:20:48,BYD,25,9,0.36
2026-08-13T07:20:48,Citroën,302,26,0.0861
2026-08-13T07:20:48,Cupra,29,0,0.0
2026-08-13T07:20:48,DS,87,2,0.023
2026-08-13T07:20:48,Dacia,133,9,0.0677
2026-08-13T07:20:48,Fiat,66,13,0.197
2026-08-13T07:20:48,Ford,53,2,0.0377
2026-08-13T07:20:48,Honda,4,0,0.0
2026-08-13T07:20:48,Hyundai,54,4,0.0741
2026-08-13T07:20:48,Jaecoo,2,0,0.0
2026-08-13T07:20:48,Jeep,43,4,0.093
2026-08-13T07:20:48,Kia,37,3,0.0811
2026-08-13T07:20:48,Lexus,4,0,0.0
2026-08-13T07:20:48,Lynk&Co,2,0,0.0
2026-08-13T07:20:48,MG,48,12,0.25
2026-08-13T07:20:48,Mazda,8,2,0.25
2026-08-13T07:20:48,Mercedes,29,0,0.0
2026-08-13T07:20:48,Mini,19,1,0.0526
2026-08-13T07:20:48,Mitsubishi,5,0,0.0
2026-08-13T07:20:48,Nissan,62,5,0.0806
2026-08-13T07:20:48,Opel,109,25,0.2294
2026-08-13T07:20:48,Peugeot,653,82,0.1256
2026-08-13T07:20:48,Polestar,1,1,1.0
2026-08-13T07:20:48,Renault,419,60,0.1432
2026-08-13T07:20:48,Seat,31,0,0.0
2026-08-13T07:20:48,Skoda,23,3,0.1304
2026-08-13T07:20:48,Smart,9,7,0.7778
2026-08-13T07:20:48,Ssangyong,1,1,1.0
2026-08-13T07:20:48,Suzuki,8,0,0.0
2026-08-13T07:20:48,Tesla,27,27,1.0
2026-08-13T07:20:48,Toyota,69,0,0.0
2026-08-13T07:20:48,Volkswagen,209,4,0.0191
2026-08-13T07:20:48,Volvo,21,5,0.2381
2026-08-14T07:18:58,Abarth,2,0,0.0
2026-08-14T07:18:58,Alfa Romeo,26,8,0.3077
2026-08-14T07:18:58,Audi,74,2,0.027
2026-08-14T07:18:58,BMW,60,4,0.0667
2026-08-14T07:18:58,BYD,21,8,0.381
2026-08-14T07:18:58,Citroën,323,27,0.0836
2026-08-14T07:18:58,Cupra,30,0,0.0
2026-08-14T07:18:58,DS,86,2,0.0233
2026-08-14T07:18:58,Dacia,130,9,0.0692
2026-08-14T07:18:58,Fiat,62,14,0.2258
2026-08-14T07:18:58,Ford,54,1,0.0185
2026-08-14T07:18:58,Honda,4,0,0.0
2026-08-14T07:18:58,Hyundai,58,4,0.069
2026-08-14T07:18:58,Jaecoo,2,0,0.0
2026-08-14T07:18:58,Jeep,44,3,0.0682
2026-08-14T07:18:58,Kia,34,4,0.1176
2026-08-14T07:18:58,Lexus,3,0,0.0
2026-08-14T07:18:58,Lynk&Co,2,0,0.0
2026-08-14T07:18:58,MG,45,11,0.2444
2026-08-14T07:18:58,Mazda,8,2,0.25
2026-08-14T07:18:58,Mercedes,28,0,0.0
2026-08-14T07:18:58,Mini,17,1,0.0588
2026-08-14T07:18:58,Mitsubishi,5,0,0.0
2026-08-14T07:18:58,Nissan,59,5,0.0847
2026-08-14T07:18:58,Opel,111,25,0.2252
2026-08-14T07:18:58,Peugeot,666,83,0.1246
2026-08-14T07:18:58,Polestar,1,1,1.0
2026-08-14T07:18:58,Renault,433,62,0.1432
2026-08-14T07:18:58,Seat,30,0,0.0
2026-08-14T07:18:58,Skoda,24,2,0.0833
2026-08-14T07:18:58,Smart,9,7,0.7778
2026-08-14T07:18:58,Ssangyong,1,1,1.0
2026-08-14T07:18:58,Suzuki,9,0,0.0
2026-08-14T07:18:58,Tesla,27,27,1.0
2026-08-14T07:18:58,Toyota,73,0,0.0
2026-08-14T07:18:58,Volkswagen,214,4,0.0187
2026-08-14T07:18:58,Volvo,22,5,0.2273
2026-08-15T06:31:30,Abarth,2,0,0.0
2026-08-15T06:31:30,Alfa Romeo,26,8,0.3077
2026-08-15T06:31:30,Audi,79,2,0.0253
2026-08-15T06:31:30,BMW,66,4,0.0606
2026-08-15T06:31:30,BYD,23,7,0.3043
2026-08-15T06:31:30,Citroën,335,26,0.0776
2026-08-15T06:31:30,Cupra,33,0,0.0
2026-08-15T06:31:30,DS,87,2,0.023
2026-08-15T06:31:30,Dacia,125,7,0.056
2026-08-15T06:31:30,Fiat,62,15,0.2419
2026-08-15T06:31:30,Ford,62,1,0.0161
2026-08-15T06:31:30,Honda,4,0,0.0
2026-08-15T06:31:30,Hyundai,57,4,0.0702
2026-08-15T06:31:30,Jaecoo,2,0,0.0
2026-08-15T06:31:30,Jeep,49,3,0.0612
2026-08-15T06:31:30,Kia,36,3,0.0833
2026-08-15T06:31:30,Lexus,3,0,0.0
2026-08-15T06:31:30,Lynk&Co,2,0,0.0
2026-08-15T06:31:30,MG,45,9,0.2
2026-08-15T06:31:30,Mazda,8,2,0.25
2026-08-15T06:31:30,Mercedes,27,0,0.0
2026-08-15T06:31:30,Mini,19,1,0.0526
2026-08-15T06:31:30,Mitsubishi,5,0,0.0
2026-08-15T06:31:30,Nissan,62,5,0.0806
2026-08-15T06:31:30,Opel,117,25,0.2137
2026-08-15T06:31:30,Peugeot,663,79,0.1192
2026-08-15T06:31:30,Polestar,1,1,1.0
2026-08-15T06:31:30,Renault,454,65,0.1432
2026-08-15T06:31:30,Seat,33,0,0.0
2026-08-15T06:31:30,Skoda,26,2,0.0769
2026-08-15T06:31:30,Smart,10,8,0.8
2026-08-15T06:31:30,Ssangyong,1,1,1.0
2026-08-15T06:31:30,Suzuki,10,0,0.0
2026-08-15T06:31:30,Tesla,31,31,1.0
2026-08-15T06:31:30,Toyota,78,0,0.0
2026-08-15T06:31:30,Volkswagen,215,4,0.0186
2026-08-15T06:31:30,Volvo,20,5,0.25
2026-08-16T06:32:52,Abarth,2,0,0.0
2026-08-16T06:32:52,Alfa Romeo,25,7,0.28
2026-08-16T06:32:52,Audi,77,2,0.026
2026-08-16T06:32:52,BMW,66,4,0.0606
2026-08-16T06:32:52,BYD,23,7,0.3043
2026-08-16T06:32:52,Citroën,318,25,0.0786
2026-08-16T06:32:52,Cupra,33,0,0.0
2026-08-16T06:32:52,DS,85,2,0.0235
2026-08-16T06:32:52,Dacia,122,7,0.0574
2026-08-16T06:32:52,Fiat,58,13,0.2241
2026-08-16T06:32:52,Ford,59,1,0.0169
2026-08-16T06:32:52,Honda,4,0,0.0
2026-08-16T06:32:52,Hyundai,55,4,0.0727
2026-08-16T06:32:52,Jaecoo,2,0,0.0
2026-08-16T06:32:52,Jeep,50,3,0.06
2026-08-16T06:32:52,Kia,33,2,0.0606
2026-08-16T06:32:52,Lexus,3,0,0.0
2026-08-16T06:32:52,Lynk&Co,2,0,0.0
2026-08-16T06:32:52,MG,45,9,0.2
2026-08-16T06:32:52,Mazda,8,2,0.25
2026-08-16T06:32:52,Mercedes,26,0,0.0
2026-08-16T06:32:52,Mini,18,1,0.0556
2026-08-16T06:32:52,Mitsubishi,5,0,0.0
2026-08-16T06:32:52,Nissan,61,5,0.082
2026-08-16T06:32:52,Opel,114,24,0.2105
2026-08-16T06:32:52,Peugeot,646,78,0.1207
2026-08-16T06:32:52,Polestar,1,1,1.0
2026-08-16T06:32:52,Renault,440,62,0.1409
2026-08-16T06:32:52,Seat,38,0,0.0
2026-08-16T06:32:52,Skoda,26,2,0.0769
2026-08-16T06:32:52,Smart,10,8,0.8
2026-08-16T06:32:52,Ssangyong,1,1,1.0
2026-08-16T06:32:52,Suzuki,10,0,0.0
2026-08-16T06:32:52,Tesla,28,28,1.0
2026-08-16T06:32:52,Toyota,79,0,0.0
2026-08-16T06:32:52,Volkswagen,210,4,0.019
2026-08-16T06:32:52,Volvo,19,5,0.2632
